1,1,0.018884,41
1,1,0.018941,41
1,1,0.018274,41
1,1,0.019352,41
1,1,0.018881,41
1,1,0.018958,41
1,1,0.018207,41
1,1,0.019879,41
1,1,0.018022,41
1,1,0.018545,41
1,1,0.019655,41
1,1,0.019393,41
1,1,0.019729,41
1,1,0.018992,41
1,1,0.019763,41
1,1,0.019257,41
1,1,0.019603,41
1,1,0.019731,41
1,1,0.018685,41
1,1,0.018566,41
1,1,0.017751,41
1,1,0.018345,41
1,1,0.017845,41
1,1,0.018586,41
1,1,0.018116,41
1,1,0.017857,41
1,1,0.018516,41
1,1,0.018277,41
1,1,0.018312,41
1,1,0.018035,41
1,1,0.018627,41
1,1,0.018913,41
1,1,0.017619,41
1,1,0.018371,41
1,1,0.018643,41
1,1,0.018385,41
1,1,0.01833,41
1,1,0.018805,41
1,1,0.017645,41
1,1,0.018071,41
1,1,0.019329,41
1,1,0.019014,41
1,1,0.019379,41
1,1,0.02026,41
1,1,0.019427,41
1,1,0.019109,41
1,1,0.020678,41
1,1,0.019303,41
1,1,0.017588,41
1,1,0.019389,41
1,1,0.019525,41
1,1,0.019271,41
1,1,0.019266,41
1,1,0.019214,41
1,1,0.019398,41
1,1,0.021185,41
1,1,0.018639,41
1,1,0.018994,41
1,1,0.019544,41
1,1,0.01926,41
1,1,0.019638,41
1,1,0.019884,41
1,1,0.019212,41
1,1,0.020225,41
1,1,0.020277,41
1,1,0.02031,41
1,1,0.01988,41
1,1,0.019143,41
1,1,0.020239,41
1,1,0.01942,41
1,1,0.020208,41
1,1,0.020559,41
1,1,0.019978,41
1,1,0.020659,41
1,1,0.019935,41
1,1,0.019641,41
1,1,0.018987,41
1,1,0.019924,41
1,1,0.020073,41
1,1,0.019076,41
2,2,0.036325,82
2,2,0.036466,82
2,2,0.037248,82
2,2,0.037744,45
2,2,0.037702,82
2,2,0.037273,82
2,2,0.039801,82
2,2,0.039717,82
2,2,0.038126,82
2,2,0.037865,82
2,2,0.036332,82
2,2,0.037733,82
2,2,0.039125,82
2,2,0.036462,82
2,2,0.03728,82
2,2,0.03689,82
2,2,0.038256,82
2,2,0.03634,82
2,2,0.035314,82
2,2,0.037409,82
2,2,0.033616,82
2,2,0.033201,82
2,2,0.034007,82
2,2,0.032668,82
2,2,0.033855,82
2,2,0.031689,82
2,2,0.034665,82
2,2,0.033669,82
2,2,0.033145,82
2,2,0.036845,82
2,2,0.033325,82
2,2,0.032775,82
2,2,0.032812,82
2,2,0.032665,82
2,2,0.032919,82
2,2,0.033497,82
2,2,0.032312,82
2,2,0.031964,82
2,2,0.031856,82
2,2,0.032191,82
2,2,0.044271,62
2,2,0.041151,82
2,2,0.040523,82
2,2,0.043146,65
2,2,0.04199,66
2,2,0.041932,82
2,2,0.043731,68
2,2,0.044372,82
2,2,0.041507,82
2,2,0.043724,71
2,2,0.043588,82
2,2,0.042874,82
2,2,0.043356,82
2,2,0.042362,82
2,2,0.042813,76
2,2,0.044389,77
2,2,0.042083,82
2,2,0.041363,79
2,2,0.042367,82
2,2,0.044494,81
2,2,0.023706,82
2,2,0.023876,82
2,2,0.024503,82
2,2,0.024946,82
2,2,0.023471,82
2,2,0.023016,82
2,2,0.023532,82
2,2,0.023962,82
2,2,0.023927,82
2,2,0.023595,82
2,2,0.022768,82
2,2,0.023955,82
2,2,0.023527,82
