0.0097022,0.010238,0.0083455,0.010723,0.0073909,0.0097937,0.011631,0.0091812,0.0043544,0.0091295,0.017053,0.0099629,0.0093156,0.017962,0.0083195,0.0050578,0.010026,0.015686,0.019616,0.0050205,0.010142,0.013471,0.0083455,0.010058,0.0064901,0.011567,0.010697,0.0034652,0.004597,0.0049969,0.015064,0.0067791,0.013993,0.0045279,-0.0023119,0.0052917,0.010372,0.0058402,0.016535,0.0047402,0.009339
0.0090412,0.010874,0.0066125,0.012782,0.005066,0.01384,0.013181,0.0075979,0.0054075,0.0126,0.015176,0.010061,0.0093156,0.017668,0.0088752,0.0038873,0.013184,0.014796,0.016078,0.0044808,0.0121,0.011382,0.0040561,0.0096818,0.00030205,0.011374,0.0099457,0.0041364,0.0078338,0.0094044,0.0155,0.0048492,0.011765,0.0047295,0.00096184,0.0058345,0.010229,0.0094112,0.014071,0.0047643,0.0091275
0.0097022,0.01151,0.0083455,0.01484,0.0073909,0.0097937,0.011631,0.0091812,0.0064606,0.013045,0.013299,0.0099629,0.0093156,0.017373,0.0094309,0.0050578,0.010026,0.013906,0.01254,0.0050205,0.014059,0.0092926,0.0083455,0.0093056,0.0064901,0.011567,0.0091942,0.0048076,0.011071,0.0049969,0.015064,0.0029194,0.013993,0.0045279,0.00044914,0.0063773,0.010085,0.0058402,0.011606,0.0047884,0.009339
0.0083803,0.010238,0.0083455,0.018742,0.019399,0.0082743,0.014529,0.0091812,0.0079639,0.013045,0.011784,0.010158,0.0093156,0.016784,0.012702,0.0079806,0.016342,0.013906,0.01254,0.0053526,0.014059,0.0087065,0.0083455,0.0093056,0.014359,0.011567,0.0091942,0.0048076,0.0098029,0.0049969,0.011071,0.0067791,0.013993,0.0045279,0.0042356,0.010811,0.010085,0.0029816,0.0043385,0.008901,0.010625
0.0097022,0.010238,0.0083455,0.019317,0.019399,0.008607,0.013274,0.0091812,0.0085668,0.014597,0.009384,0.010158,0.0094276,0.010127,0.012702,0.0079806,0.016342,0.013906,0.01254,0.0056846,0.014059,0.0059722,0.0083455,0.010058,0.014359,0.0097529,0.0088777,0.0048076,0.011071,0.014716,0.008711,-0.00043724,0.0060534,0.0043706,0.0042356,0.016266,0.010085,0.0029816,0.0043385,0.0095063,0.010661
0.020272,0.0086371,0.013081,0.019317,0.019399,0.0046391,0.014529,0.01187,0.010845,0.014597,0.009384,0.011011,0.0061764,0.010127,0.012702,0.0079806,0.010388,0.0083644,0.012996,0.0069827,0.0087311,0.0059671,0.014437,0.014802,0.014359,0.0050507,0.0088777,0.0096326,0.011071,0.014716,0.008711,-0.00043724,0.00068832,0.0043706,0.0057539,0.016266,0.0060327,0.001525,0.0043385,0.010053,0.011084
0.020272,0.0055199,0.013081,0.019317,0.019399,0.0046391,0.014529,0.01187,0.015186,0.013045,0.009384,0.01273,0.0096321,0.010127,0.012702,0.016033,0.0078243,0.0058012,0.012996,0.0070214,0.0087311,0.0022924,0.018343,0.014802,0.014359,0.0090157,0.015452,0.0096326,0.011516,0.0094717,0.0053776,0.0030945,0.0060534,0.0043706,0.0057539,0.017286,0.0060327,0.001525,0.0060867,0.010053,0.011328
0.016758,0.0054649,0.016618,0.019317,0.017292,0.008607,0.020651,0.01187,0.015186,0.014597,0.01243,0.01273,0.015317,0.010127,0.012702,0.016033,0.0088382,0.0083644,0.012996,0.0070214,0.0062817,0.0022924,0.018343,0.019079,0.013466,0.0090157,0.015452,0.0047092,0.011516,0.014716,0.0053776,0.0030945,0.0060534,0.0052116,0.0087696,0.016266,0.010669,0.0029816,0.0060867,0.0095063,0.011525
0.016758,0.0053038,0.016618,0.019317,0.017292,0.01127,0.020651,0.01187,0.015331,0.010614,0.015339,0.01273,0.015411,0.0062623,0.014708,0.016033,0.0088382,0.0083644,0.012935,0.0085801,0.0087311,0.0059671,0.018343,0.017995,0.013292,0.0097529,0.013128,0.0047092,0.011516,0.012398,0.010319,0.0030945,0.0070256,0.0080514,0.0087696,0.015582,0.0060327,0.001525,0.011999,0.0083977,0.011525
0.016758,0.0053038,0.016618,0.019317,0.011717,0.012661,0.020651,0.014096,0.016061,0.009652,0.015339,0.017091,0.018695,0.0155,0.014708,0.01697,0.0088382,0.01467,0.012935,0.0085801,0.0092507,0.0061102,0.016877,0.016925,0.013292,0.01127,0.013128,0.0047092,0.011516,0.0094717,0.010319,0.015068,0.0073342,0.010105,0.0087696,0.015582,0.0039015,0.0029816,0.011999,0.0052116,0.011947
