0.035983,0.027246,0.031017,0.024639,0.035373,0.038268,0.033911,0.037194,0.033087,0.027802,0.041914,0.027805,0.042901,0.03255,0.023836,0.018624,0.025524,0.028848,0.03384,0.030811,0.039687,0.032091,0.032451,0.029782,0.03106,0.035322,0.028409,0.030253,0.024143,0.036976,0.029766,0.033992,0.029746,0.025364,0.023836,0.0264,0.029257,0.029802,0.044332,0.028134,0.030314
0.032721,0.028701,0.030119,0.028371,0.031091,0.038064,0.033982,0.029678,0.033116,0.028009,0.036358,0.027065,0.034509,0.038,0.0269,0.025986,0.028129,0.028675,0.030994,0.028248,0.03183,0.032925,0.026761,0.030822,0.030812,0.034877,0.03537,0.027646,0.030945,0.035461,0.037077,0.029591,0.028425,0.025364,0.025709,0.027444,0.030763,0.029899,0.036363,0.029645,0.030312
0.032435,0.030156,0.031017,0.025252,0.035373,0.037859,0.033911,0.037194,0.033145,0.028216,0.030802,0.026326,0.026117,0.03255,0.029964,0.033347,0.025524,0.028502,0.028149,0.030811,0.027747,0.032091,0.032451,0.029782,0.03106,0.034433,0.029885,0.030253,0.037748,0.033945,0.029766,0.029384,0.029746,0.025364,0.027582,0.028488,0.029257,0.029802,0.028394,0.031157,0.030314
0.031632,0.030033,0.031017,0.030269,0.036208,0.035085,0.031716,0.037194,0.033145,0.028216,0.030802,0.026326,0.0257,0.03255,0.029964,0.033347,0.030733,0.028502,0.025669,0.028698,0.027747,0.03185,0.032451,0.029782,0.034267,0.033996,0.030024,0.032743,0.037748,0.033945,0.029766,0.029384,0.031023,0.025364,0.029603,0.028488,0.029257,0.029802,0.028394,0.032584,0.030314
0.032435,0.030033,0.032418,0.030269,0.035373,0.035085,0.031716,0.036867,0.033145,0.028604,0.029022,0.025918,0.0257,0.03255,0.029964,0.033347,0.030733,0.028502,0.025669,0.03234,0.034279,0.02759,0.032451,0.031862,0.034267,0.033996,0.029885,0.032743,0.034249,0.033945,0.029766,0.029384,0.031023,0.025068,0.029603,0.028488,0.029257,0.029802,0.028394,0.033305,0.030843
0.032435,0.037115,0.032418,0.030269,0.035337,0.029705,0.034054,0.036867,0.035487,0.032133,0.030802,0.025918,0.025543,0.02483,0.031463,0.037248,0.02504,0.028502,0.028149,0.040806,0.034177,0.03185,0.024891,0.029782,0.034372,0.028833,0.030024,0.035654,0.034314,0.033945,0.033786,0.028904,0.029241,0.024593,0.029603,0.038275,0.026779,0.032113,0.028394,0.036649,0.032452
0.036062,0.030033,0.032418,0.029205,0.035337,0.029705,0.033004,0.036867,0.035487,0.032133,0.032675,0.029142,0.025543,0.02483,0.02912,0.038473,0.02504,0.028225,0.035648,0.040806,0.034279,0.02759,0.028213,0.024254,0.034372,0.029315,0.030024,0.035654,0.034249,0.032882,0.030531,0.029384,0.029241,0.024593,0.027814,0.04012,0.025106,0.028006,0.034907,0.036649,0.032625
0.036844,0.030033,0.033101,0.030269,0.034637,0.029786,0.033004,0.036718,0.033029,0.032133,0.032675,0.029142,0.0257,0.026235,0.02912,0.039173,0.02504,0.028225,0.040408,0.033006,0.036054,0.02759,0.028213,0.029782,0.034267,0.029315,0.030024,0.032743,0.034249,0.036531,0.030531,0.028904,0.029241,0.034206,0.027814,0.039657,0.025106,0.036143,0.034907,0.033305,0.032625
0.037506,0.021426,0.031788,0.030269,0.034637,0.035192,0.033004,0.036718,0.032584,0.028951,0.032675,0.029142,0.03116,0.036104,0.031463,0.039173,0.02504,0.028225,0.040408,0.033006,0.036054,0.028039,0.030237,0.031543,0.029853,0.033307,0.030024,0.032445,0.034249,0.036531,0.030531,0.028904,0.029241,0.02892,0.027814,0.039657,0.025106,0.032964,0.031519,0.027151,0.032625
0.039805,0.025134,0.031436,0.031637,0.034637,0.029786,0.033004,0.036511,0.032584,0.027931,0.032675,0.036668,0.027167,0.033992,0.031463,0.039173,0.02504,0.036329,0.040408,0.033006,0.037767,0.033295,0.029252,0.031393,0.029853,0.033307,0.03551,0.031925,0.034314,0.036531,0.037951,0.03117,0.034472,0.034206,0.030031,0.038538,0.023733,0.032964,0.031519,0.027151,0.032625
0.039805,0.025134,0.031436,0.033927,0.034637,0.029786,0.032584,0.027188,0.030819,0.027931,0.032675,0.036838,0.031284,0.033992,0.033525,0.031478,0.027547,0.036329,0.035648,0.032479,0.037767,0.033295,0.030237,0.031543,0.029853,0.033307,0.035028,0.031925,0.034249,0.036741,0.030531,0.039678,0.03629,0.034206,0.033075,0.038538,0.025106,0.032964,0.031519,0.027151,0.034276
0.039805,0.034601,0.032215,0.04034,0.034595,0.029299,0.032584,0.027188,0.032584,0.028951,0.038921,0.036838,0.031284,0.029529,0.033525,0.031478,0.027547,0.036329,0.035206,0.032479,0.037767,0.033675,0.031487,0.03678,0.029853,0.033307,0.035028,0.031925,0.034519,0.04124,0.037951,0.041614,0.03629,0.030744,0.033075,0.038538,0.025642,0.032964,0.031519,0.027151,0.034292
0.042873,0.032113,0.031436,0.04034,0.034206,0.029299,0.032584,0.027188,0.032725,0.035953,0.038921,0.036838,0.027167,0.033992,0.03373,0.031478,0.02925,0.03381,0.028954,0.032479,0.037767,0.034167,0.030237,0.03678,0.032018,0.033307,0.035028,0.032426,0.033696,0.04124,0.037951,0.041614,0.03629,0.030744,0.033075,0.037643,0.027138,0.03225,0.025251,0.030074,0.034292
0.044781,0.037662,0.031436,0.036995,0.03242,0.027397,0.03279,0.026851,0.032725,0.035953,0.038921,0.036838,0.027167,0.033992,0.030518,0.032571,0.035677,0.03108,0.028954,0.036818,0.037767,0.035821,0.029252,0.035281,0.032018,0.033307,0.035028,0.032426,0.033696,0.042643,0.029009,0.041614,0.036309,0.031919,0.030031,0.037643,0.030126,0.02864,0.03105,0.032236,0.034292
0.044781,0.037662,0.032215,0.036995,0.029739,0.029299,0.03279,0.026851,0.032725,0.037696,0.036693,0.034815,0.030351,0.029529,0.027769,0.032571,0.035928,0.03108,0.02875,0.032479,0.03749,0.035821,0.031487,0.035281,0.032018,0.033307,0.035028,0.032426,0.033696,0.046334,0.029009,0.037924,0.036309,0.030923,0.026125,0.037643,0.034397,0.03225,0.025251,0.032236,0.034039
0.044781,0.037662,0.028946,0.036995,0.029739,0.021427,0.03279,0.026851,0.032761,0.037696,0.036693,0.034815,0.030351,0.035243,0.02612,0.034935,0.035928,0.03108,0.02875,0.026197,0.034899,0.035821,0.02655,0.033759,0.033567,0.033307,0.036136,0.027378,0.044094,0.042643,0.036501,0.037924,0.036309,0.031919,0.026125,0.038847,0.034397,0.03225,0.03105,0.032174,0.034039
